Trembl_Hit	Protein_ID	V2
A0A1Q9EQ30	Sfitti_g19471	GO:0008168
A0A1Q9EQ30	Sfitti_g6484	GO:0008168
A0A1Q9EQ30	Sfitti_g16991	GO:0008168
A0A1Q9EQ30	Sfitti_g4691	GO:0008168
A0A1Q9EQ30	Sfitti_g19383	GO:0008168
A0A1Q9EQ30	Sfitti_g20381	GO:0008168
A0A1Q9EQ30	Sfitti_g19603	GO:0008168
A0A1Q9EQ30	Sfitti_g23276	GO:0008168
A0A1Q9EQ30	Sfitti_g10159	GO:0008168
A0A1Q9EQ30	Sfitti_g21095	GO:0008168
A0A1Q9EQ30	Sfitti_g5372	GO:0008168
A0A1Q9EQ30	Sfitti_g23855	GO:0008168
A0A1Q9EQ30	Sfitti_g15412	GO:0008168
A0A1Q9EQ30	Sfitti_g17368	GO:0008168
A0A1Q9EQ30	Sfitti_g14914	GO:0008168
A0A1Q9EQ30	Sfitti_g24280	GO:0008168
A0A1Q9EQ32	Sfitti_g20985	GO:0016021
A0A1Q9EQ32	Sfitti_g8120	GO:0016021
A0A1Q9EQ32	Sfitti_g17756	GO:0016021
A0A1Q9EQ32	Sfitti_g21627	GO:0016021
A0A1Q9EQ34	Sfitti_g588	GO:0016021; GO:0005509; GO:0005216
A0A1Q9EQ34	Sfitti_g2818	GO:0016021; GO:0005509; GO:0005216
A0A1Q9EQ34	Sfitti_g23692	GO:0016021; GO:0005509; GO:0005216
A0A1Q9EQ39	Sfitti_g1784	GO:0016021; GO:0022857
A0A1Q9EQ43	Sfitti_g13684	GO:0003676; GO:0004523
A0A1Q9EQ51	Sfitti_g8538	
A0A1Q9EQ53	Sfitti_g13114	GO:0003676; GO:0004523
A0A1Q9EQ53	Sfitti_g9500	GO:0003676; GO:0004523
A0A1Q9EQ56	Sfitti_g4549	GO:0003676; GO:0008270
A0A1Q9EQ60	Sfitti_g11657	GO:0003676
A0A1Q9EQ73	Sfitti_g9786	GO:0016021; GO:0035091
A0A1Q9EQ74	Sfitti_g9691	GO:0008076; GO:0005509; GO:0005249
A0A1Q9EQ74	Sfitti_g3678	GO:0008076; GO:0005509; GO:0005249
A0A1Q9EQ74	Sfitti_g3679	GO:0008076; GO:0005509; GO:0005249
A0A1Q9EQ77	Sfitti_g2657	
A0A1Q9EQ77	Sfitti_g7557	
A0A1Q9EQ85	Sfitti_g8603	GO:0016021; GO:0003755; GO:0006457
A0A1Q9EQ87	Sfitti_g15244	GO:0005623; GO:0016021; GO:0045454
A0A1Q9EQ87	Sfitti_g5559	GO:0005623; GO:0016021; GO:0045454
A0A1Q9EQ87	Sfitti_g22162	GO:0005623; GO:0016021; GO:0045454
A0A1Q9EQA7	Sfitti_g21153	
A0A1Q9EQA7	Sfitti_g3412	
A0A1Q9EQB1	Sfitti_g6914	
A0A1Q9EQB4	Sfitti_g8838	GO:0016021
A0A1Q9EQB4	Sfitti_g13177	GO:0016021
A0A1Q9EQB5	Sfitti_g5491	GO:0005623; GO:0016021; GO:0005509; GO:0019239; GO:0045454; GO:0009168
A0A1Q9EQB5	Sfitti_g7050	GO:0005623; GO:0016021; GO:0005509; GO:0019239; GO:0045454; GO:0009168
A0A1Q9EQB7	Sfitti_g21518	GO:0016021; GO:0016740
A0A1Q9EQD9	Sfitti_g3784	GO:0005509
A0A1Q9EQE3	Sfitti_g6161	GO:0016021; GO:0055085
A0A1Q9EQE8	Sfitti_g3227	GO:0031177
A0A1Q9EQE8	Sfitti_g3228	GO:0031177
A0A1Q9EQF4	Sfitti_g18050	
A0A1Q9EQF8	Sfitti_g11576	GO:0009055; GO:0020037; GO:0005506; GO:0003676; GO:0016705
A0A1Q9EQF8	Sfitti_g5747	GO:0009055; GO:0020037; GO:0005506; GO:0003676; GO:0016705
A0A1Q9EQG2	Sfitti_g14609	GO:0016021; GO:0016301
A0A1Q9EQG4	Sfitti_g4706	
A0A1Q9EQG6	Sfitti_g24104	GO:0006396
A0A1Q9EQG6	Sfitti_g9123	GO:0006396
A0A1Q9EQG8	Sfitti_g6178	
A0A1Q9EQG8	Sfitti_g6177	
A0A1Q9EQG9	Sfitti_g6998	GO:0016021; GO:0008408; GO:0004386; GO:0005216; GO:0003676
A0A1Q9EQH0	Sfitti_g2859	
A0A1Q9EQH4	Sfitti_g22976	GO:0016021; GO:0004190; GO:0003676; GO:0008270
A0A1Q9EQI2	Sfitti_g20430	GO:0046872
A0A1Q9EQI2	Sfitti_g1123	GO:0046872
A0A1Q9EQI2	Sfitti_g23028	GO:0046872
A0A1Q9EQI7	Sfitti_g2862	
A0A1Q9EQI9	Sfitti_g10301	
A0A1Q9EQL1	Sfitti_g11407	GO:0003964
A0A1Q9EQM3	Sfitti_g22571	
A0A1Q9EQN4	Sfitti_g9197	
A0A1Q9EQN5	Sfitti_g20013	GO:0003676; GO:0008270
A0A1Q9EQN5	Sfitti_g4961	GO:0003676; GO:0008270
A0A1Q9EQN6	Sfitti_g11517	GO:0016021
A0A1Q9EQN6	Sfitti_g13432	GO:0016021
A0A1Q9EQN6	Sfitti_g11518	GO:0016021
A0A1Q9EQN7	Sfitti_g17941	GO:0003676
A0A1Q9EQN7	Sfitti_g13426	GO:0003676
A0A1Q9EQN7	Sfitti_g14856	GO:0003676
A0A1Q9EQN7	Sfitti_g10009	GO:0003676
A0A1Q9EQN7	Sfitti_g14134	GO:0003676
A0A1Q9EQN8	Sfitti_g8832	GO:0005509
A0A1Q9EQP3	Sfitti_g7782	GO:0046872; GO:0016702
A0A1Q9EQP3	Sfitti_g20282	GO:0046872; GO:0016702
A0A1Q9EQP9	Sfitti_g14027	GO:0016021
A0A1Q9EQP9	Sfitti_g8431	GO:0016021
A0A1Q9EQP9	Sfitti_g14046	GO:0016021
A0A1Q9EQP9	Sfitti_g16990	GO:0016021
A0A1Q9EQP9	Sfitti_g18706	GO:0016021
A0A1Q9EQQ6	Sfitti_g8817	
A0A1Q9EQQ7	Sfitti_g1175	GO:0016021; GO:0006629
A0A1Q9EQR6	Sfitti_g6327	GO:0016874
A0A1Q9EQR7	Sfitti_g3559	GO:0016021; GO:0005509; GO:0016787; GO:0005216
A0A1Q9EQU0	Sfitti_g6036	GO:0003723; GO:0003968
A0A1Q9EQU7	Sfitti_g3250	
A0A1Q9EQV9	Sfitti_g9062	GO:0016021; GO:0005739; GO:0003746
A0A1Q9EQV9	Sfitti_g4936	GO:0016021; GO:0005739; GO:0003746
A0A1Q9EQW7	Sfitti_g2634	GO:0003886
A0A1Q9EQX9	Sfitti_g20169	GO:0016020; GO:0005524; GO:0004222; GO:0003676
A0A1Q9EQX9	Sfitti_g21796	GO:0016020; GO:0005524; GO:0004222; GO:0003676
A0A1Q9EQX9	Sfitti_g4293	GO:0016020; GO:0005524; GO:0004222; GO:0003676
A0A1Q9EQX9	Sfitti_g3936	GO:0016020; GO:0005524; GO:0004222; GO:0003676
A0A1Q9EQX9	Sfitti_g21481	GO:0016020; GO:0005524; GO:0004222; GO:0003676
A0A1Q9EQX9	Sfitti_g14076	GO:0016020; GO:0005524; GO:0004222; GO:0003676
A0A1Q9EQX9	Sfitti_g5886	GO:0016020; GO:0005524; GO:0004222; GO:0003676
A0A1Q9EQX9	Sfitti_g18286	GO:0016020; GO:0005524; GO:0004222; GO:0003676
A0A1Q9EQY6	Sfitti_g1334	
A0A1Q9EQZ3	Sfitti_g11340	GO:0016021; GO:0016301
A0A1Q9EQZ5	Sfitti_g8769	
A0A1Q9ER23	Sfitti_g11774	
A0A1Q9ER23	Sfitti_g11773	
A0A1Q9ER24	Sfitti_g14859	GO:0005524; GO:0004386; GO:0003676
A0A1Q9ER32	Sfitti_g21855	GO:0016021; GO:0016757
A0A1Q9ER37	Sfitti_g14725	GO:0016021
A0A1Q9ER40	Sfitti_g403	GO:0016021; GO:0003723
A0A1Q9ER50	Sfitti_g13744	
A0A1Q9ER50	Sfitti_g15811	
A0A1Q9ER57	Sfitti_g7538	
A0A1Q9ER57	Sfitti_g19663	
A0A1Q9ER61	Sfitti_g4129	GO:0051537; GO:0016491
A0A1Q9ER68	Sfitti_g19320	
A0A1Q9ER68	Sfitti_g13353	
A0A1Q9ER73	Sfitti_g10342	
A0A1Q9ER75	Sfitti_g1645	GO:0046872; GO:0003676; GO:0015074
A0A1Q9ER75	Sfitti_g14984	GO:0046872; GO:0003676; GO:0015074
A0A1Q9ER75	Sfitti_g23143	GO:0046872; GO:0003676; GO:0015074
A0A1Q9ER75	Sfitti_g14985	GO:0046872; GO:0003676; GO:0015074
A0A1Q9ER77	Sfitti_g6357	
A0A1Q9ER77	Sfitti_g17765	
A0A1Q9ER77	Sfitti_g18976	
A0A1Q9ER77	Sfitti_g2902	
A0A1Q9ER77	Sfitti_g20239	
A0A1Q9ER86	Sfitti_g11546	
A0A1Q9ER88	Sfitti_g7076	GO:0016021; GO:0009523; GO:0003676; GO:0042301; GO:0015979; GO:0050821
A0A1Q9ERA4	Sfitti_g15210	
A0A1Q9ERA5	Sfitti_g5310	
A0A1Q9ERA6	Sfitti_g15341	GO:0016021; GO:0046983
A0A1Q9ERB0	Sfitti_g4209	GO:0005737; GO:0016021; GO:0046872; GO:0070006; GO:0070084
A0A1Q9ERB0	Sfitti_g4723	GO:0005737; GO:0016021; GO:0046872; GO:0070006; GO:0070084
A0A1Q9ERB0	Sfitti_g13640	GO:0005737; GO:0016021; GO:0046872; GO:0070006; GO:0070084
A0A1Q9ERB3	Sfitti_g4682	GO:0008408; GO:0003676
A0A1Q9ERB5	Sfitti_g17650	GO:0016021; GO:0005840; GO:0005524; GO:0004672; GO:0003735; GO:0008643; GO:0006412
A0A1Q9ERB5	Sfitti_g3317	GO:0016021; GO:0005840; GO:0005524; GO:0004672; GO:0003735; GO:0008643; GO:0006412
A0A1Q9ERB6	Sfitti_g16129	
A0A1Q9ERB6	Sfitti_g24190	
A0A1Q9ERB8	Sfitti_g10823	GO:0016021
A0A1Q9ERC1	Sfitti_g3900	GO:0016021; GO:0046872; GO:0004722
A0A1Q9ERC7	Sfitti_g3398	GO:0003677; GO:0003899; GO:0006351
A0A1Q9ERC8	Sfitti_g11638	
A0A1Q9ERD6	Sfitti_g13256	GO:0016301
A0A1Q9ERD8	Sfitti_g17419	
A0A1Q9ERE5	Sfitti_g4466	GO:0016021; GO:0016757
A0A1Q9ERE7	Sfitti_g17425	
A0A1Q9ERF2	Sfitti_g6988	GO:0016021; GO:0004356; GO:0006542
A0A1Q9ERF2	Sfitti_g23000	GO:0016021; GO:0004356; GO:0006542
A0A1Q9ERF3	Sfitti_g6493	GO:0016021
A0A1Q9ERF4	Sfitti_g12807	GO:0016021
A0A1Q9ERG2	Sfitti_g10567	
A0A1Q9ERG2	Sfitti_g10396	
A0A1Q9ERG7	Sfitti_g19227	
A0A1Q9ERG9	Sfitti_g23979	
A0A1Q9ERG9	Sfitti_g14259	
A0A1Q9ERG9	Sfitti_g21112	
A0A1Q9ERG9	Sfitti_g20119	
A0A1Q9ERG9	Sfitti_g11639	
A0A1Q9ERI9	Sfitti_g15024	
A0A1Q9ERJ0	Sfitti_g14742	
A0A1Q9ERJ0	Sfitti_g10700	
A0A1Q9ERK0	Sfitti_g7476	
A0A1Q9ERL2	Sfitti_g11369	
A0A1Q9ERL5	Sfitti_g21695	GO:0016021
A0A1Q9ERL7	Sfitti_g6268	GO:0016021
A0A1Q9ERM9	Sfitti_g14516	GO:0005509
A0A1Q9ERQ9	Sfitti_g20251	
A0A1Q9ERQ9	Sfitti_g10249	
A0A1Q9ERQ9	Sfitti_g21651	
A0A1Q9ERQ9	Sfitti_g18681	
A0A1Q9ERQ9	Sfitti_g6836	
A0A1Q9ERQ9	Sfitti_g17697	
A0A1Q9ERQ9	Sfitti_g15589	
A0A1Q9ERR1	Sfitti_g2566	GO:0001671; GO:0051087; GO:0046872; GO:0000166
A0A1Q9ERR6	Sfitti_g13763	
A0A1Q9ERR6	Sfitti_g4033	
A0A1Q9ERS0	Sfitti_g15255	GO:0003677; GO:0015074; GO:0006310
A0A1Q9ERS0	Sfitti_g12335	GO:0003677; GO:0015074; GO:0006310
A0A1Q9ERS1	Sfitti_g21535	GO:0005524; GO:0008017; GO:0003777; GO:0007018
A0A1Q9ERS1	Sfitti_g5013	GO:0005524; GO:0008017; GO:0003777; GO:0007018
A0A1Q9ERS5	Sfitti_g14934	
A0A1Q9ERS7	Sfitti_g3274	GO:0008233
A0A1Q9ERS7	Sfitti_g3071	GO:0008233
A0A1Q9ERT4	Sfitti_g5763	GO:0016021
A0A1Q9ERT4	Sfitti_g5762	GO:0016021
A0A1Q9ERT4	Sfitti_g128	GO:0016021
A0A1Q9ERU4	Sfitti_g9922	GO:0003677; GO:0015074; GO:0006310
A0A1Q9ERU4	Sfitti_g11992	GO:0003677; GO:0015074; GO:0006310
A0A1Q9ERU4	Sfitti_g6783	GO:0003677; GO:0015074; GO:0006310
A0A1Q9ERU5	Sfitti_g7943	GO:0008483; GO:0008152; GO:0051260
A0A1Q9ERV0	Sfitti_g15625	GO:0016021
A0A1Q9ERV3	Sfitti_g17417	
A0A1Q9ERV4	Sfitti_g7304	GO:0016021; GO:0046872
A0A1Q9ERW5	Sfitti_g14021	
A0A1Q9ERW5	Sfitti_g13318	
A0A1Q9ERW5	Sfitti_g15708	
A0A1Q9ERW8	Sfitti_g13994	GO:0016747; GO:0008152
A0A1Q9ERX4	Sfitti_g11973	
A0A1Q9ERX4	Sfitti_g10031	
A0A1Q9ERX6	Sfitti_g8810	
A0A1Q9ERY0	Sfitti_g11754	
A0A1Q9ERY2	Sfitti_g20771	GO:0005524; GO:0005509; GO:0004672
A0A1Q9ERY2	Sfitti_g7079	GO:0005524; GO:0005509; GO:0004672
A0A1Q9ERY2	Sfitti_g3380	GO:0005524; GO:0005509; GO:0004672
A0A1Q9ERY2	Sfitti_g7080	GO:0005524; GO:0005509; GO:0004672
A0A1Q9ERY4	Sfitti_g9517	GO:0046872
A0A1Q9ERY4	Sfitti_g12406	GO:0046872
A0A1Q9ERY5	Sfitti_g3595	GO:0016021
A0A1Q9ERY5	Sfitti_g10282	GO:0016021
A0A1Q9ERY5	Sfitti_g14534	GO:0016021
A0A1Q9ERY5	Sfitti_g3596	GO:0016021
A0A1Q9ERY6	Sfitti_g13651	
A0A1Q9ERY6	Sfitti_g21056	
A0A1Q9ERY6	Sfitti_g292	
A0A1Q9ERZ3	Sfitti_g3517	GO:0004450; GO:0006099
A0A1Q9ES00	Sfitti_g8175	
A0A1Q9ES04	Sfitti_g16844	
A0A1Q9ES05	Sfitti_g21977	GO:0020037; GO:0004601; GO:0006979
A0A1Q9ES05	Sfitti_g5425	GO:0020037; GO:0004601; GO:0006979
A0A1Q9ES07	Sfitti_g1351	GO:0051260
A0A1Q9ES07	Sfitti_g21314	GO:0051260
A0A1Q9ES07	Sfitti_g9463	GO:0051260
A0A1Q9ES07	Sfitti_g15608	GO:0051260
A0A1Q9ES07	Sfitti_g18562	GO:0051260
A0A1Q9ES07	Sfitti_g9405	GO:0051260
A0A1Q9ES07	Sfitti_g12726	GO:0051260
A0A1Q9ES07	Sfitti_g9406	GO:0051260
A0A1Q9ES09	Sfitti_g1350	
A0A1Q9ES11	Sfitti_g3214	GO:0051213
A0A1Q9ES12	Sfitti_g21472	
A0A1Q9ES12	Sfitti_g1349	
A0A1Q9ES14	Sfitti_g1447	
A0A1Q9ES14	Sfitti_g1783	
A0A1Q9ES14	Sfitti_g9890	
A0A1Q9ES19	Sfitti_g20288	
A0A1Q9ES28	Sfitti_g14842	GO:0016021; GO:0046872
A0A1Q9ES28	Sfitti_g22597	GO:0016021; GO:0046872
A0A1Q9ES28	Sfitti_g21416	GO:0016021; GO:0046872
A0A1Q9ES32	Sfitti_g20295	GO:0016021
A0A1Q9ES32	Sfitti_g3488	GO:0016021
A0A1Q9ES32	Sfitti_g1053	GO:0016021
A0A1Q9ES32	Sfitti_g15361	GO:0016021
A0A1Q9ES32	Sfitti_g21548	GO:0016021
A0A1Q9ES32	Sfitti_g14953	GO:0016021
A0A1Q9ES32	Sfitti_g1052	GO:0016021
A0A1Q9ES34	Sfitti_g12662	GO:0016021; GO:0005506; GO:0031418; GO:0016705
A0A1Q9ES37	Sfitti_g13530	
A0A1Q9ES38	Sfitti_g12869	
A0A1Q9ES43	Sfitti_g5333	
A0A1Q9ES43	Sfitti_g1510	
A0A1Q9ES43	Sfitti_g17586	
A0A1Q9ES43	Sfitti_g1154	
A0A1Q9ES44	Sfitti_g5731	GO:0016757; GO:0006486
A0A1Q9ES46	Sfitti_g2789	
A0A1Q9ES52	Sfitti_g5866	GO:0016021; GO:0055085
A0A1Q9ES52	Sfitti_g5867	GO:0016021; GO:0055085
A0A1Q9ES66	Sfitti_g1834	GO:0016021
A0A1Q9ES69	Sfitti_g9022	GO:0016021; GO:0008408; GO:0004190; GO:0003723; GO:0008270
A0A1Q9ES73	Sfitti_g3839	
A0A1Q9ES77	Sfitti_g4855	
A0A1Q9ES77	Sfitti_g16719	
A0A1Q9ES77	Sfitti_g1450	
A0A1Q9ES77	Sfitti_g1449	
A0A1Q9ES77	Sfitti_g20478	
A0A1Q9ES80	Sfitti_g529	GO:0003755
A0A1Q9ES84	Sfitti_g6411	
A0A1Q9ES84	Sfitti_g24206	
A0A1Q9ES90	Sfitti_g8326	GO:0016021; GO:0016491
A0A1Q9ES90	Sfitti_g22045	GO:0016021; GO:0016491
A0A1Q9ES90	Sfitti_g1835	GO:0016021; GO:0016491
A0A1Q9ES92	Sfitti_g13839	GO:0016021; GO:0004190; GO:0055085
A0A1Q9ES93	Sfitti_g5799	
A0A1Q9ES98	Sfitti_g13068	GO:0016021
A0A1Q9ESA0	Sfitti_g3206	
A0A1Q9ESA2	Sfitti_g3418	
A0A1Q9ESA5	Sfitti_g9127	GO:0016021; GO:0004965
A0A1Q9ESA5	Sfitti_g23678	GO:0016021; GO:0004965
A0A1Q9ESA5	Sfitti_g2887	GO:0016021; GO:0004965
A0A1Q9ESA7	Sfitti_g8660	
A0A1Q9ESA7	Sfitti_g18218	
A0A1Q9ESA9	Sfitti_g1472	GO:0016021; GO:0016301; GO:0008270
A0A1Q9ESA9	Sfitti_g15098	GO:0016021; GO:0016301; GO:0008270
A0A1Q9ESB0	Sfitti_g20120	GO:0032040
A0A1Q9ESB1	Sfitti_g14054	GO:0015074
A0A1Q9ESB1	Sfitti_g2886	GO:0015074
A0A1Q9ESB1	Sfitti_g17178	GO:0015074
A0A1Q9ESB2	Sfitti_g4850	GO:0016021; GO:0015267
A0A1Q9ESB2	Sfitti_g4851	GO:0016021; GO:0015267
A0A1Q9ESB4	Sfitti_g3552	GO:0003723
A0A1Q9ESB5	Sfitti_g23550	GO:0016740; GO:0009058
A0A1Q9ESB5	Sfitti_g19645	GO:0016740; GO:0009058
A0A1Q9ESB7	Sfitti_g5278	GO:0016021; GO:0015297; GO:0005524; GO:0015238; GO:0017176; GO:0004672; GO:0006506
A0A1Q9ESC2	Sfitti_g10205	GO:0016021
A0A1Q9ESC5	Sfitti_g8343	
A0A1Q9ESC5	Sfitti_g8342	
A0A1Q9ESC8	Sfitti_g24082	GO:0016874
A0A1Q9ESC8	Sfitti_g14316	GO:0016874
A0A1Q9ESD0	Sfitti_g21784	GO:0016021
A0A1Q9ESD2	Sfitti_g16104	GO:0003676
A0A1Q9ESD4	Sfitti_g5947	GO:0016021; GO:0005524; GO:0005506; GO:0016491; GO:0004672; GO:0008610
A0A1Q9ESD4	Sfitti_g1473	GO:0016021; GO:0005524; GO:0005506; GO:0016491; GO:0004672; GO:0008610
A0A1Q9ESD5	Sfitti_g3313	GO:0008484; GO:0008152
A0A1Q9ESD9	Sfitti_g3385	
A0A1Q9ESE1	Sfitti_g4009	
A0A1Q9ESE4	Sfitti_g9665	GO:0016021
A0A1Q9ESE4	Sfitti_g6457	GO:0016021
A0A1Q9ESE4	Sfitti_g10533	GO:0016021
A0A1Q9ESE4	Sfitti_g6780	GO:0016021
A0A1Q9ESE7	Sfitti_g17125	GO:0009982; GO:0003723; GO:0001522
A0A1Q9ESE7	Sfitti_g23440	GO:0009982; GO:0003723; GO:0001522
A0A1Q9ESE9	Sfitti_g5896	GO:0016021
A0A1Q9ESF2	Sfitti_g22962	GO:0016021; GO:0005524; GO:0016301
A0A1Q9ESF2	Sfitti_g16682	GO:0016021; GO:0005524; GO:0016301
A0A1Q9ESF3	Sfitti_g7911	GO:0046872; GO:0004222
A0A1Q9ESF4	Sfitti_g12467	GO:0046872; GO:0003676
A0A1Q9ESF4	Sfitti_g20602	GO:0046872; GO:0003676
A0A1Q9ESF6	Sfitti_g15289	
A0A1Q9ESF6	Sfitti_g10060	
A0A1Q9ESF6	Sfitti_g14793	
A0A1Q9ESF6	Sfitti_g11435	
A0A1Q9ESF8	Sfitti_g9315	
A0A1Q9ESF8	Sfitti_g10216	
A0A1Q9ESF9	Sfitti_g24047	GO:0016021; GO:0008408; GO:0003676
A0A1Q9ESF9	Sfitti_g17547	GO:0016021; GO:0008408; GO:0003676
A0A1Q9ESG4	Sfitti_g21319	GO:0016021; GO:0005509; GO:0005216
A0A1Q9ESG4	Sfitti_g7468	GO:0016021; GO:0005509; GO:0005216
A0A1Q9ESG6	Sfitti_g10698	
A0A1Q9ESG8	Sfitti_g4702	
A0A1Q9ESG8	Sfitti_g21371	
A0A1Q9ESG8	Sfitti_g4701	
A0A1Q9ESG8	Sfitti_g23591	
A0A1Q9ESG8	Sfitti_g20544	
A0A1Q9ESG9	Sfitti_g17312	
A0A1Q9ESH3	Sfitti_g6861	GO:0016021
A0A1Q9ESI1	Sfitti_g4044	GO:0005622; GO:0004198
A0A1Q9ESI6	Sfitti_g22218	
A0A1Q9ESI6	Sfitti_g16309	
A0A1Q9ESI6	Sfitti_g6029	
A0A1Q9ESJ0	Sfitti_g2158	GO:0008168; GO:0008033
A0A1Q9ESJ9	Sfitti_g3909	GO:0016021; GO:0046872; GO:0008138; GO:0003723; GO:0030638
A0A1Q9ESK0	Sfitti_g3908	GO:0005506; GO:0031418; GO:0016705
A0A1Q9ESK3	Sfitti_g22374	
A0A1Q9ESL8	Sfitti_g18071	GO:0016021; GO:0003676; GO:0008270; GO:0015074
A0A1Q9ESL8	Sfitti_g16666	GO:0016021; GO:0003676; GO:0008270; GO:0015074
A0A1Q9ESM1	Sfitti_g6181	GO:0017119; GO:0016021; GO:0005509; GO:0005216; GO:0006891
A0A1Q9ESM3	Sfitti_g14877	GO:0016021
A0A1Q9ESM5	Sfitti_g20719	GO:0016021
A0A1Q9ESM7	Sfitti_g15976	GO:0003676; GO:0004523
A0A1Q9ESM8	Sfitti_g8459	GO:0005509
A0A1Q9ESN0	Sfitti_g7266	
A0A1Q9ESN8	Sfitti_g19556	
A0A1Q9ESN8	Sfitti_g20050	
A0A1Q9ESN8	Sfitti_g11273	
A0A1Q9ESN9	Sfitti_g1221	GO:0005840; GO:0003676
A0A1Q9ESP3	Sfitti_g6285	GO:0003676; GO:0008270
A0A1Q9ESP3	Sfitti_g21777	GO:0003676; GO:0008270
A0A1Q9ESP5	Sfitti_g22543	GO:0020037; GO:0046872; GO:0003950; GO:0016491
A0A1Q9ESQ2	Sfitti_g11118	GO:0005759; GO:0005634; GO:0052906
A0A1Q9ESQ2	Sfitti_g19636	GO:0005759; GO:0005634; GO:0052906
A0A1Q9ESQ2	Sfitti_g17631	GO:0005759; GO:0005634; GO:0052906
A0A1Q9ESR0	Sfitti_g9765	GO:0003677; GO:0015074; GO:0006310
A0A1Q9ESR0	Sfitti_g10958	GO:0003677; GO:0015074; GO:0006310
A0A1Q9ESR0	Sfitti_g9948	GO:0003677; GO:0015074; GO:0006310
A0A1Q9ESS2	Sfitti_g1511	GO:0003676; GO:0004523
A0A1Q9ESS7	Sfitti_g20510	GO:0016491
A0A1Q9ESS8	Sfitti_g16168	GO:0003690; GO:0006355
A0A1Q9EST0	Sfitti_g6982	
A0A1Q9EST2	Sfitti_g3518	
A0A1Q9EST2	Sfitti_g8221	
A0A1Q9EST2	Sfitti_g3356	
A0A1Q9EST5	Sfitti_g16330	
A0A1Q9ESU3	Sfitti_g10920	GO:0016021; GO:0030247; GO:0005044; GO:0006955
A0A1Q9ESU8	Sfitti_g11542	GO:0005576; GO:0005874; GO:0030248; GO:0009055; GO:0005525; GO:0003924; GO:0020037; GO:0046872; GO:0003676; GO:0004523; GO:0005200; GO:0016757; GO:0005975; GO:0007017; GO:0006486
A0A1Q9ESU8	Sfitti_g20053	GO:0005576; GO:0005874; GO:0030248; GO:0009055; GO:0005525; GO:0003924; GO:0020037; GO:0046872; GO:0003676; GO:0004523; GO:0005200; GO:0016757; GO:0005975; GO:0007017; GO:0006486
A0A1Q9ESU8	Sfitti_g16468	GO:0005576; GO:0005874; GO:0030248; GO:0009055; GO:0005525; GO:0003924; GO:0020037; GO:0046872; GO:0003676; GO:0004523; GO:0005200; GO:0016757; GO:0005975; GO:0007017; GO:0006486
A0A1Q9ESV0	Sfitti_g4266	
A0A1Q9ESV2	Sfitti_g1722	
A0A1Q9ESW1	Sfitti_g5233	GO:0016787
A0A1Q9ESW3	Sfitti_g17127	GO:0006629
A0A1Q9ESW7	Sfitti_g3154	GO:0016021; GO:0005509; GO:0005216
A0A1Q9ESW9	Sfitti_g5108	
A0A1Q9ESX0	Sfitti_g10486	
A0A1Q9ESX4	Sfitti_g8601	
A0A1Q9ESX6	Sfitti_g8270	
A0A1Q9ESX6	Sfitti_g16630	
A0A1Q9ESX9	Sfitti_g3765	
A0A1Q9ESY1	Sfitti_g3312	
A0A1Q9ESY4	Sfitti_g21460	GO:0016021; GO:0004842
A0A1Q9ESY6	Sfitti_g6963	GO:0016021; GO:0008168; GO:0003676
A0A1Q9ESY7	Sfitti_g15314	
A0A1Q9ESZ5	Sfitti_g4233	
A0A1Q9ESZ8	Sfitti_g3134	GO:0016021; GO:0016787; GO:0005216; GO:0008152
A0A1Q9ESZ8	Sfitti_g3132	GO:0016021; GO:0016787; GO:0005216; GO:0008152
A0A1Q9ESZ8	Sfitti_g3133	GO:0016021; GO:0016787; GO:0005216; GO:0008152
A0A1Q9ET01	Sfitti_g1841	GO:0009982; GO:0003723; GO:0001522
A0A1Q9ET04	Sfitti_g1277	GO:0016021
A0A1Q9ET04	Sfitti_g17958	GO:0016021
A0A1Q9ET07	Sfitti_g22333	GO:0005524; GO:0004550; GO:0006241; GO:0006183; GO:0006228
A0A1Q9ET07	Sfitti_g17894	GO:0005524; GO:0004550; GO:0006241; GO:0006183; GO:0006228
A0A1Q9ET07	Sfitti_g1840	GO:0005524; GO:0004550; GO:0006241; GO:0006183; GO:0006228
A0A1Q9ET08	Sfitti_g5599	
A0A1Q9ET14	Sfitti_g8236	GO:0016459; GO:0003779; GO:0005524; GO:0003774
A0A1Q9ET15	Sfitti_g19727	GO:0003676
A0A1Q9ET16	Sfitti_g4381	GO:0031177
A0A1Q9ET16	Sfitti_g9030	GO:0031177
A0A1Q9ET16	Sfitti_g4675	GO:0031177
A0A1Q9ET18	Sfitti_g16070	
A0A1Q9ET21	Sfitti_g3311	
A0A1Q9ET22	Sfitti_g3108	GO:0005524; GO:0003755; GO:0004672
A0A1Q9ET23	Sfitti_g3195	GO:0016021
A0A1Q9ET23	Sfitti_g22488	GO:0016021
A0A1Q9ET24	Sfitti_g1276	GO:0005509
A0A1Q9ET25	Sfitti_g18118	GO:0005524
A0A1Q9ET26	Sfitti_g4659	
A0A1Q9ET27	Sfitti_g16950	GO:0016021; GO:0005247
A0A1Q9ET35	Sfitti_g15539	GO:0003676; GO:0008270; GO:0015074
A0A1Q9ET35	Sfitti_g21900	GO:0003676; GO:0008270; GO:0015074
A0A1Q9ET39	Sfitti_g18637	GO:0016021; GO:0005452; GO:0003676
